brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site,vis_iPhone 7 Plus,vis_iPhone 6S,vis_Samsung Galaxy S7 Edge,vis_Samsung Galaxy S6 Flat,vis_iPhone SE,vis_Samsung Galaxy S5,vis_Samsung Galaxy J7 2016 Metal,viewedproduct_Preto,viewedproduct_16GB,viewedproduct_8GB,viewedproduct_Bom,visitedsite_Computer,visitedsite_Smartphone,visitedsite_Android 8,visitedsite_Chrome 66.0,visitedsite_Chrome Mobile 64.0,visitedsite_Chrome Mobile 39,visitedsite_Chrome Mobile 36.0,adcampaignhit_google,ad campaign hit mes 5,checkout mes 5,conversion mes 5,search engine hit mes 5,searched products mes 5,viewed product mes 5,dias_hasta_ultimo,viewed product mes 4,visited site mes 4,distan_dias,cant_dias_dist,modelos_dist,promedio_por_dia_x,promedio_por_mes,person
0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0,5.0,7.0,0.0,30.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,55,44.0,5.0,3,4,8,17.5,70.0,f05ce3cf
0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,88.0,5.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,6.0,0.0,14.0,0.0,88.0,16,0.0,0.0,7,4,2,31.75,127.0,88558693
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,7,0.0,0.0,0,1,1,10.0,10.0,9e98ceff
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,32.0,5,0.0,0.0,1,2,6,19.5,39.0,097a6b80
7.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,10.0,8,0.0,0.0,0,1,1,26.0,26.0,2beebaf4
6.0,4.0,2.0,27.0,0.0,7.0,17.0,7.0,47.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,11,3.0,1.0,94,15,5,10.266666666666667,38.5,8ec2f265
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8,0.0,0.0,0,1,1,6.0,6.0,d9dc061a
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0,1,1,7.0,7.0,a6a168e1
0.0,0.0,0.0,9.0,0.0,7.0,0.0,1.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,11,0.0,0.0,67,6,4,13.0,39.0,edbf802f
0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1,0.0,0.0,0,1,2,13.0,13.0,e0e378fc
0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,1,0.0,0.0,0,1,1,11.0,11.0,3aed590c
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,1,1,3.0,3.0,75080858
5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,1,0.0,0.0,0,1,6,42.0,42.0,d6150b5d
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3,2,1,1.5,3.0,0bcd837e
0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6,0.0,0.0,0,1,1,8.0,8.0,306e1c50
12.0,2.0,0.0,8.0,0.0,8.0,5.0,0.0,69.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,24.0,8.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,8.0,5.0,69.0,0,0.0,0.0,12,5,5,23.2,116.0,16ff2843
3.0,1.0,0.0,9.0,0.0,4.0,0.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,42.0,3,0.0,0.0,0,1,7,61.0,61.0,1d93dc4e
59.0,8.0,2.0,16.0,0.0,4.0,30.0,2.0,68.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,48.0,37.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,9.0,32.0,4,31.0,9.0,69,16,18,13.875,74.0,3c4bfd08
0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,7,0.0,0.0,0,1,3,24.0,24.0,94e6ebcc
78.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,55.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,12.0,10.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,0.0,55.0,2,0.0,0.0,19,6,23,27.33333333333333,164.0,71505b42
3.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,93.0,4.0,10.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,64.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,93.0,0,0.0,0.0,21,3,7,37.0,111.0,1cba523a
13.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,41.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,41.0,4,0.0,0.0,0,1,9,62.0,62.0,3419fa1a
0.0,4.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,4,0.0,0.0,16,2,2,12.0,24.0,cdc9c1b9
39.0,3.0,2.0,12.0,0.0,15.0,35.0,1.0,232.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,62.0,110.0,66.0,88.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,15.0,2.0,2.0,5.0,35.0,210.0,1,14.0,1.0,72,15,23,25.66666666666667,128.33333333333334,6493542d
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6,0.0,0.0,0,1,1,4.0,4.0,48ccb89c
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,11,0.0,0.0,0,1,1,7.0,7.0,86659b55
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0,1,3,10.0,10.0,11c8fde4
0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,2,0.0,0.0,0,1,3,24.0,24.0,3c1f0024
3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,5,0.0,0.0,1,2,1,8.0,16.0,07932a1f
0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0,0.0,0.0,13,3,2,4.666666666666667,14.0,f025fe6e
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15,0.0,0.0,0,1,1,4.0,4.0,70df95fb
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,13,0.0,0.0,0,1,1,5.0,5.0,77edab49
111.0,8.0,0.0,11.0,0.0,7.0,1.0,0.0,112.0,21.0,1.0,22.0,0.0,2.0,2.0,10.0,0.0,12.0,28.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,6.0,1.0,84.0,7,13.0,4.0,65,17,17,16.588235294117652,94.0,5da69d39
0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9,0.0,0.0,0,1,2,10.0,10.0,220a7796
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0.0,0.0,1,2,1,3.5,7.0,bf0fa7d4
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3,0.0,0.0,0,2,2,6.5,13.0,fc7821a2
7.0,1.0,0.0,11.0,0.0,2.0,2.0,0.0,31.0,8.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,11.0,2.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2.0,2.0,31.0,4,0.0,0.0,22,4,9,19.0,76.0,a6269249
2.0,1.0,0.0,11.0,0.0,8.0,0.0,8.0,95.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,57.0,27.0,2.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,95.0,8,0.0,0.0,7,5,13,26.6,133.0,5858a34e
27.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,26.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,27.0,14,0.0,0.0,6,4,3,19.25,77.0,d32f0629
27.0,8.0,1.0,14.0,0.0,6.0,19.0,2.0,192.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,108.0,36.0,104.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,24.0,8.0,1.0,5.0,19.0,184.0,1,8.0,1.0,36,12,15,26.0,156.0,69141e5f
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6,0.0,0.0,0,1,1,4.0,4.0,49bbf622
2.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,65.0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,65.0,1,0.0,0.0,6,6,18,15.166666666666664,91.0,ed4e1de0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,11,0.0,0.0,3,2,2,6.0,12.0,614a8c99
1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,38.0,13,22.0,1.0,38,9,10,9.333333333333334,42.0,d8c4ccd8
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,16,0.0,0.0,0,1,2,11.0,11.0,117441a2
2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0,0.0,0.0,0,1,1,8.0,8.0,aa0eaf8b
13.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,43.0,23.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,27.0,3.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,30.0,4.0,0.0,0.0,2.0,39.0,0,4.0,0.0,31,17,14,7.0,59.5,d619d363
3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,7,0.0,0.0,0,1,5,16.0,16.0,51b7f3d7
1.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,8,0.0,0.0,0,2,2,8.0,16.0,e2105b5e
31.0,1.0,0.0,12.0,0.0,7.0,22.0,0.0,35.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,24.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,7.0,22.0,35.0,7,0.0,0.0,22,3,23,40.66666666666666,122.0,da3a5e2d
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,20,0.0,0.0,0,1,1,8.0,8.0,af055da2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,1.0,0,1,0,4.0,4.0,61d6172d
28.0,7.0,0.0,27.0,0.0,2.0,68.0,0.0,158.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,112.0,8.0,69.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,48.0,0,36.0,26.0,86,39,26,11.435897435897436,148.66666666666666,db37aaae
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0,1,1,4.0,4.0,e403c906
16.0,7.0,2.0,40.0,0.0,7.0,0.0,13.0,101.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,45.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,7.0,2.0,7.0,0.0,101.0,0,0.0,0.0,8,6,10,37.333333333333336,224.0,60860e8e
0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,5.0,14,0.0,0.0,0,1,2,15.0,15.0,a47aab5f
0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,4.0,2,0.0,0.0,110,6,6,4.833333333333333,9.666666666666666,2b771160
0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2,0.0,1.0,31,2,1,4.5,4.5,67e249f9
0.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,8.0,1,5.0,1.0,51,2,3,14.5,14.5,b04083f9
2.0,9.0,1.0,7.0,1.0,22.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,12.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,41.0,9.0,1.0,22.0,0.0,30.0,1,0.0,0.0,22,7,16,18.428571428571427,129.0,6474b347
5.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,32.0,6.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,17.0,2.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,21.0,4,11.0,3.0,35,8,13,7.125,28.5,5e963d1b
2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,6.0,0.0,9.0,11,0.0,0.0,0,2,2,12.5,25.0,45b70d91
0.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,14,0.0,0.0,0,2,2,14.5,29.0,61f192d9
4.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,71.0,8.0,7.0,5.0,15.0,0.0,0.0,0.0,0.0,17.0,13.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,71.0,1,0.0,0.0,2,4,15,24.5,98.0,d1449ab9
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12,0.0,0.0,0,1,1,4.0,4.0,c438da81
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,3,0.0,0.0,0,1,1,9.0,9.0,3b70b47f
18.0,2.0,0.0,6.0,0.0,0.0,4.0,4.0,63.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,18.0,6.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,63.0,1.0,0,1,7,103.0,103.0,45422088
0.0,2.0,0.0,4.0,0.0,4.0,17.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,17.0,9.0,8,0.0,0.0,61,3,3,15.666666666666664,23.5,6322ab5d
6.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,35.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,35.0,5,0.0,0.0,6,2,5,27.5,55.0,7a47af3a
0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0,1,2,9.0,9.0,ef0bfec0
4.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,2.0,2.0,1,0.0,1.0,50,3,2,8.0,12.0,d537c154
2.0,1.0,0.0,6.0,0.0,4.0,7.0,0.0,21.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,7.0,21.0,14,0.0,0.0,0,1,10,48.0,48.0,8d790b50
43.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,15.0,12.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,34.0,6,0.0,0.0,2,3,9,30.33333333333333,91.0,e4125222
0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,31.0,14,0.0,0.0,0,1,7,42.0,42.0,d02e7266
0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,10.0,0,0.0,0.0,4,2,2,13.0,26.0,2a254824
0.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,14.0,0,0.0,0.0,0,1,1,26.0,26.0,e5995c0e
2.0,1.0,0.0,5.0,0.0,3.0,27.0,0.0,42.0,17.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,12.0,1.0,0.0,0.0,9.0,32.0,2,10.0,3.0,46,13,7,8.923076923076922,58.0,c9766b29
0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,8,0.0,0.0,0,1,1,11.0,11.0,ac410ea0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0,1,1,4.0,4.0,3f8cf3e7
